uid,node,webinar,url,time,time_period,all_visits,enrolment,all_enrol,purchased_entity,all_orders
10464,[],[],,,,,,,,
2274,[],[],,,,,,,,
6372,[],[],,,,,156.0,156.0,,
10470,[],[],http://grmds.org/user/login_status,1642424038.0,1642424.0,"[""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/602/read'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/table_update_pro/ajax/625'"", ""'http://grmds.org/'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/workshop/data-science-fundamentals-april-24-2020'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/table_update_usr/ajax/678'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01252022'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/625/read'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/node/625'"", ""'http://grmds.org/table_update_usr/ajax/10926'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=REW9YrRfJn3O4DKjMIIlaOduxIyAXx0HNqn4opPq4gg'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/user/10926/dashboard'"", ""'http://grmds.org/table_update_pro/ajax/602'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/history/125/read'""]",,,,
2280,[],[],,,,,,,,
6378,[],[],http://grmds.org/user/reset/17076/1643858830/Jwvk0fkh947ZPjn29_pCTiCeHG_ufWVMt4PNjKre9LM,1643858954.0,1643858.0,"[""'http://grmds.org/history/609/read'"", ""'http://grmds.org/table_update_usr/ajax/17076'"", ""'http://grmds.org/user/17076/edit'"", ""'http://grmds.org/user/17076/dashboard'"", ""'http://grmds.org/membership-pricing'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=17076        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/register'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/reset/17076/1643858830/Jwvk0fkh947ZPjn29_pCTiCeHG_ufWVMt4PNjKre9LM'"", ""'http://grmds.org/user/17076/user_follow'""]",,,,
10476,[],[],,,,,111.0,['111'],,
6384,[],[],,,,,,,222,222
10482,"['/node/376', '/node/356']",[],,,,,153.0,['153'],,
2292,['/node/731'],[],,,,,,,,
246,"['/node/464', '/node/463', '/node/460']",[],http://grmds.org/user/login,1643019325.0,1643019.0,"[""'http://grmds.org/table_update_usr/ajax/6417'"", ""'http://grmds.org/history/1387/read'"", ""'http://grmds.org/node/1387'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/history/125/read'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/table_update_pro/ajax/1387'""]",,,,
6390,[],[],,,,,,,265,265
10488,[],[],,,,,,,,
2298,['/node/625'],"['/webinar/Intro-to-Spatial-Analytics-and-Epidemiological-Modeling-for-Covid-19', '/webinar/How-AI-and-Big-Data-are-Revolutionizing-Global-Responses-to-the-Coronavirus', '/webinar/mobility-data-for-social-distancing-and-covid-19-response']",,,,,197.0,197.0,200,200
6396,[],[],,,,,197.0,197.0,250,250
16638,[],[],,,,,78.0,78.0,,
10494,['/node/1190'],[],http://ecosystems.biz/user/login,1642486212.0,1642486.0,"[""'http://www.ecosystems.biz/history/9622/read'"", ""'http://ecosystems.biz/commerce_google_tag_manager'"", ""'http://www.ecosystems.biz/node/add/progress-report?element_parents=field_insights_outputs_file/widget&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://ecosystems.biz/user/17040/dashboard'"", ""'http://www.ecosystems.biz/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=26'"", ""'http://www.ecosystems.biz/node/add/pi-project'"", ""'http://www.ecosystems.biz/node/9639'"", ""'http://www.ecosystems.biz/pi-portal?field_team_department_target_id=All&keys=&sort_by=created_1&sort_order=DESC&page=3'"", ""'http://www.ecosystems.biz/history/9639/read'"", ""'http://www.ecosystems.biz/pi-portal'"", ""'http://www.ecosystems.biz/node/9616'"", ""'http://www.ecosystems.biz/jsonapi/node/projects?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/Data-Science-Implementation-and-Commercialization'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/949'"", ""'http://www.ecosystems.biz/history/9637/read'"", ""'http://www.ecosystems.biz/node/add/progress-report'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/history/1302/read'"", ""'http://www.ecosystems.biz/node/9637'"", ""'http://www.ecosystems.biz/user/login'"", ""'http://www.ecosystems.biz/jsonapi/node/code?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/user/17040/orders'"", ""'http://grmds.org/user/list/me'"", ""'http://www.ecosystems.biz/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/1302'"", ""'http://www.ecosystems.biz/history/376/read'"", ""'http://www.ecosystems.biz/node/376'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/themes/ihelper/images/continue_logo.svg'"", ""'http://grmds.org/user/login_status'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/376'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/9616'"", ""'http://www.ecosystems.biz/history/949/read'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://www.ecosystems.biz/history/1223/read'"", ""'http://www.ecosystems.biz/resources?type[2]=2&keys=&sort_by=created_1&sort_order=DESC&page=1'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/9637'"", ""'http://www.ecosystems.biz/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/table_update_usr/ajax/246'"", ""'http://www.ecosystems.biz/rmds_messenger/unread'"", ""'http://www.ecosystems.biz/history/9616/read'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/1223'"", ""'http://www.ecosystems.biz/commerce_google_tag_manager'"", ""'http://www.ecosystems.biz/node/1271'"", ""'http://www.ecosystems.biz/upload/pi-portal'"", ""'http://www.ecosystems.biz/history/1029/read'"", ""'http://www.ecosystems.biz/PI-portal'"", ""'http://www.ecosystems.biz/upload'"", ""'http://www.ecosystems.biz/history/856/read'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/9622'"", ""'http://www.ecosystems.biz/node/9622/edit'"", ""'http://www.ecosystems.biz/user/siyun-liang-0'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/9639'"", ""'http://grmds.org/user/siyun-liang-0'"", ""'http://ecosystems.biz/membership-pricing'"", ""'http://www.ecosystems.biz/node/1029'"", ""'http://ecosystems.biz/user/login'"", ""'http://grmds.org/membership/premium-monthly'"", ""'http://grmds.org/cart'"", ""'http://www.ecosystems.biz/node/1302'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/125'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/1271'"", ""'http://www.ecosystems.biz/resources?type[2]=2&keys=&sort_by=created_1&sort_order=DESC'"", ""'http://grmds.org/membership-pricing'"", ""'http://www.ecosystems.biz/resources'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://www.ecosystems.biz/jsonapi/node/data?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/user/17040/edit'"", ""'http://www.ecosystems.biz/node/1223'"", ""'http://www.ecosystems.biz/node/add/data'"", ""'http://www.ecosystems.biz/user/17040/dashboard'"", ""'http://www.ecosystems.biz/PI-portal?field_team_department_target_id=All&keys=&sort_by=created_1&sort_order=DESC&page=1'"", ""'http://www.ecosystems.biz/'"", ""'http://www.ecosystems.biz/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://www.ecosystems.biz/history/1271/read'"", ""'http://www.ecosystems.biz/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://www.ecosystems.biz/table_update_usr/ajax/17040'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/add'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/PI-portal?type[1]=1&field_team_department_target_id=All&keys=&sort_by=created_1&sort_order=DESC'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/856'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=17040        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://www.ecosystems.biz/table_update_pro/ajax/1029'"", ""'http://www.ecosystems.biz/autologout_ajax_get_time_left?_wrapper_format=drupal_ajax'"", ""'http://www.ecosystems.biz/node/9622'"", ""'http://www.ecosystems.biz/pi-portal?field_team_department_target_id=All&keys=&sort_by=created_1&sort_order=DESC&page=0'"", ""'http://ecosystems.biz/rmds_messenger/unread'"", ""'http://grmds.org/user/17040/dashboard'"", ""'http://grmds.org/table_update_usr/ajax/17040'""]",,,235,235
2304,['/node/496'],"['/webinar/How-AI-and-Big-Data-are-Revolutionizing-Global-Responses-to-the-Coronavirus', '/webinar/mobility-data-for-social-distancing-and-covid-19-response']",http://grmds.org/user/login,1644683786.0,1644683.0,"[""'http://grmds.org/user/login'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/table_update_usr/ajax/10086'"", ""'http://grmds.org/user/10086/dashboard'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10086        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",127.0,127.0,256,256
10500,[],[],,,,,186.0,186.0,281,281
2310,[],['/webinar/Intro-to-Spatial-Analytics-and-Epidemiological-Modeling-for-Covid-19'],,,,,,,,
6408,[],[],,,,,,,282,282
16650,"['/node/625', '/node/9498']",[],,,,,146.0,['146'],,
10506,[],[],,,,,275.0,275.0,232,232
4362,[],[],http://grmds.org/user/login,1643362242.0,1643362.0,"[""'http://grmds.org/search/node?keys=narasio'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/10026/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/table_update_usr/ajax/10026'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,223,223
2316,[],[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/,1642746379.0,1642746.0,"[""'http://grmds.org/table_update_usr/ajax/9936'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/9936/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=9936        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,208,208
6414,[],[],,,,,,,,
10512,['/node/625'],[],http://grmds.org/user/login,1642846371.0,1642846.0,"[""'http://grmds.org/shop/data'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/table_update_pro/ajax/9609'"", ""'http://grmds.org/braceImpact'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/form/2022-nft-comp-non-hs?ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/table_update_usr/ajax/10512'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/1399'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/comp/nft'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/9609/read'"", ""'http://grmds.org/history/1399/read'"", ""'http://grmds.org/user/rafi-farras-kusuma'"", ""'http://grmds.org/user/10512/dashboard'"", ""'http://grmds.org/resources'"", ""'http://grmds.org/form/2022-nft-comp-non-hs?ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/comp/nft?utm_source=Email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=Judge-p-02032022'"", ""'http://grmds.org/Q4/SampleSoln'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=RHuH3b9NBLZ8y-TyHLN-rXSzY-g-icf-vAYMLH5ufAQ'"", ""'http://grmds.org/pi-upskillprogram'""]",153.0,"['153', '210']",,
2322,[],[],http://grmds.org/user/login,1643362242.0,1643362.0,"[""'http://grmds.org/search/node?keys=narasio'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/10026/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/table_update_usr/ajax/10026'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10026        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",124.0,124.0,,
6420,[],[],http://grmds.org/user/login_status,1642420175.0,1642420.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/16926/dashboard'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_usr/ajax/16926'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",146.0,"['197', '171', '178', '210', '146', '284']",291,291
16662,['/node/625'],[],http://grmds.org/user/reset/17076/1643858830/Jwvk0fkh947ZPjn29_pCTiCeHG_ufWVMt4PNjKre9LM,1643858954.0,1643858.0,"[""'http://grmds.org/history/609/read'"", ""'http://grmds.org/table_update_usr/ajax/17076'"", ""'http://grmds.org/user/17076/edit'"", ""'http://grmds.org/user/17076/dashboard'"", ""'http://grmds.org/membership-pricing'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=17076        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/register'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/reset/17076/1643858830/Jwvk0fkh947ZPjn29_pCTiCeHG_ufWVMt4PNjKre9LM'"", ""'http://grmds.org/user/17076/user_follow'""]",136.0,136.0,,
10518,[],[],http://grmds.org/user/login,1643581214.0,1643581.0,"[""'http://grmds.org/user/login'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=U7z5yt1mhSzwDRn0suJcI-nTe8TepdeXDps_W-VgbgU'""]",,,,
2328,[],[],http://grmds.org/user/login,1643587602.0,1643587.0,"[""'http://grmds.org/s3/files/styles/thumbnail/s3/2022-01/MicrosoftTeams-image.png?itok=GJdoSNAw'"", ""'http://grmds.org/table_update_pro/ajax/47'"", ""'http://grmds.org/general-questions'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/user/16968/dashboard'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01282022'"", ""'http://grmds.org/'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/table_update_usr/ajax/679'"", ""'http://grmds.org/user/abhijeet-talaulikar'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01252022'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/node/add/projects'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_usr/ajax/16968'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/comp/nft'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=hpydbs5UOkWzY9S1_8NNtD1xoSvTYyRcd8Tf8KZSfKo'"", ""'http://grmds.org/node/add/projects?element_parents=field_banner_picture/widget/0&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/about'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/braceImpact?utm_source=Email&utm_medium=email&utm_campaign=DSC_email&utm_content=DSC_1102022'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/add'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/forum'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/vincent-chen'"", ""'http://grmds.org/user/679/dashboard'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/table_update_pro/ajax/9630'"", ""'http://grmds.org/history/9630/read'"", ""'http://grmds.org/history/47/read'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/node/9630/edit'"", ""'http://grmds.org/node/9630'"", ""'http://grmds.org/history/125/read'""]",136.0,136.0,,
